first_visit_date,views,days_since_first_visit,retained_users,total_users_cohort,retention_rate
2019-10-04,a. 0~5,21,625,3208,0.19482543640897756
2019-10-04,a. 0~5,22,544,3208,0.16957605985037408
2019-10-04,a. 0~5,23,556,3208,0.17331670822942644
2019-10-04,a. 0~5,24,520,3208,0.16209476309226933
2019-10-04,a. 0~5,25,473,3208,0.1474438902743142
2019-10-04,a. 0~5,26,496,3208,0.1546134663341646
2019-10-04,a. 0~5,27,478,3208,0.14900249376558602
2019-10-04,b. 6~10,0,1273,1273,1.0
2019-10-04,b. 6~10,1,305,1273,0.23959151610369206
2019-10-04,b. 6~10,2,261,1273,0.20502749410840534
2019-10-04,b. 6~10,3,252,1273,0.19795758051846032
2019-10-04,b. 6~10,4,239,1273,0.18774548311076197
2019-10-04,b. 6~10,5,280,1273,0.2199528672427337
2019-10-04,b. 6~10,6,254,1273,0.199528672427337
2019-10-04,b. 6~10,7,274,1273,0.2152395915161037
2019-10-04,b. 6~10,8,277,1273,0.2175962293794187
2019-10-04,b. 6~10,9,312,1273,0.24509033778476041
2019-10-04,b. 6~10,10,288,1273,0.22623723487824038
2019-10-04,b. 6~10,11,308,1273,0.24194815396700706
2019-10-04,b. 6~10,12,270,1273,0.21209740769835037
2019-10-04,b. 6~10,13,269,1273,0.211311861743912
2019-10-04,b. 6~10,14,283,1273,0.22230950510604872
2019-10-04,b. 6~10,15,278,1273,0.21838177533385703
2019-10-04,b. 6~10,16,257,1273,0.20188531029065201
2019-10-04,b. 6~10,17,264,1273,0.20738413197172034
2019-10-04,b. 6~10,18,239,1273,0.18774548311076197
2019-10-04,b. 6~10,19,243,1273,0.19088766692851533
2019-10-04,b. 6~10,20,201,1273,0.15789473684210525
2019-10-04,b. 6~10,21,262,1273,0.20581304006284368
2019-10-04,b. 6~10,22,234,1273,0.1838177533385703
2019-10-04,b. 6~10,23,194,1273,0.15239591516103693
2019-10-04,b. 6~10,24,201,1273,0.15789473684210525
2019-10-04,b. 6~10,25,196,1273,0.1539670070699136
2019-10-04,b. 6~10,26,178,1273,0.13982717989002358
2019-10-04,b. 6~10,27,198,1273,0.15553809897879026
2019-10-04,c. 11~30,0,1644,1644,1.0
2019-10-04,c. 11~30,1,517,1644,0.31447688564476883
2019-10-04,c. 11~30,2,385,1644,0.23418491484184914
2019-10-04,c. 11~30,3,353,1644,0.21472019464720193
2019-10-04,c. 11~30,4,354,1644,0.21532846715328466
2019-10-04,c. 11~30,5,358,1644,0.21776155717761558
2019-10-04,c. 11~30,6,353,1644,0.21472019464720193
2019-10-04,c. 11~30,7,367,1644,0.2232360097323601
2019-10-04,c. 11~30,8,350,1644,0.21289537712895376
2019-10-04,c. 11~30,9,392,1644,0.2384428223844282
2019-10-04,c. 11~30,10,370,1644,0.22506082725060828
2019-10-04,c. 11~30,11,376,1644,0.22871046228710462
2019-10-04,c. 11~30,12,343,1644,0.2086374695863747
2019-10-04,c. 11~30,13,345,1644,0.20985401459854014
2019-10-04,c. 11~30,14,356,1644,0.21654501216545013
2019-10-04,c. 11~30,15,315,1644,0.19160583941605838
2019-10-04,c. 11~30,16,301,1644,0.18309002433090024
2019-10-04,c. 11~30,17,314,1644,0.19099756690997566
2019-10-04,c. 11~30,18,285,1644,0.17335766423357665
2019-10-04,c. 11~30,19,269,1644,0.16362530413625304
2019-10-04,c. 11~30,20,251,1644,0.152676399026764
2019-10-04,c. 11~30,21,299,1644,0.1818734793187348
2019-10-04,c. 11~30,22,275,1644,0.16727493917274938
2019-10-04,c. 11~30,23,267,1644,0.1624087591240876
2019-10-04,c. 11~30,24,267,1644,0.1624087591240876
2019-10-04,c. 11~30,25,264,1644,0.16058394160583941
2019-10-04,c. 11~30,26,232,1644,0.1411192214111922
2019-10-04,c. 11~30,27,250,1644,0.15206812652068127
2019-10-04,d. 31~,0,563,563,1.0
2019-10-04,d. 31~,1,236,563,0.4191829484902309
2019-10-04,d. 31~,2,144,563,0.2557726465364121
2019-10-04,d. 31~,3,138,563,0.24511545293072823
2019-10-04,d. 31~,4,144,563,0.2557726465364121
2019-10-04,d. 31~,5,128,563,0.22735346358792186
2019-10-04,d. 31~,6,137,563,0.2433392539964476
2019-10-04,d. 31~,7,132,563,0.2344582593250444
2019-10-04,d. 31~,8,122,563,0.216696269982238
2019-10-04,d. 31~,9,141,563,0.25044404973357015
2019-10-04,d. 31~,10,139,563,0.2468916518650089
2019-10-04,d. 31~,11,113,563,0.20071047957371227
2019-10-04,d. 31~,12,117,563,0.20781527531083482
2019-10-04,d. 31~,13,101,563,0.17939609236234458
2019-10-04,d. 31~,14,109,563,0.1936056838365897
2019-10-04,d. 31~,15,102,563,0.1811722912966252
2019-10-04,d. 31~,16,100,563,0.17761989342806395
2019-10-04,d. 31~,17,91,563,0.16163410301953818
2019-10-04,d. 31~,18,98,563,0.17406749555950266
2019-10-04,d. 31~,19,104,563,0.1847246891651865
2019-10-04,d. 31~,20,108,563,0.19182948490230906
2019-10-04,d. 31~,21,114,563,0.2024866785079929
2019-10-04,d. 31~,22,88,563,0.15630550621669628
2019-10-04,d. 31~,23,98,563,0.17406749555950266
2019-10-04,d. 31~,24,100,563,0.17761989342806395
2019-10-04,d. 31~,25,91,563,0.16163410301953818
2019-10-04,d. 31~,26,81,563,0.1438721136767318
2019-10-04,d. 31~,27,77,563,0.13676731793960922
2019-10-05,a. 0~5,0,2174,2174,1.0
2019-10-05,a. 0~5,1,445,2174,0.2046918123275069
2019-10-05,a. 0~5,2,397,2174,0.18261269549218032
2019-10-05,a. 0~5,3,392,2174,0.18031278748850046
2019-10-05,a. 0~5,4,408,2174,0.18767249310027598
2019-10-05,a. 0~5,5,392,2174,0.18031278748850046
2019-10-05,a. 0~5,6,444,2174,0.20423183072677092
2019-10-05,a. 0~5,7,404,2174,0.1858325666973321
2019-10-05,a. 0~5,8,425,2174,0.19549218031278748
2019-10-05,a. 0~5,9,395,2174,0.18169273229070837
2019-10-05,a. 0~5,10,445,2174,0.2046918123275069
2019-10-05,a. 0~5,11,411,2174,0.1890524379024839
2019-10-05,a. 0~5,12,389,2174,0.17893284268629256
2019-10-05,a. 0~5,13,412,2174,0.18951241950321987
2019-10-05,a. 0~5,14,403,2174,0.18537258509659613
2019-10-05,a. 0~5,15,387,2174,0.1780128794848206
2019-10-05,a. 0~5,16,384,2174,0.1766329346826127
2019-10-05,a. 0~5,17,365,2174,0.16789328426862926
2019-10-05,a. 0~5,18,376,2174,0.17295308187672492
2019-10-05,a. 0~5,19,353,2174,0.1623735050597976
2019-10-05,a. 0~5,20,384,2174,0.1766329346826127
2019-10-05,a. 0~5,21,362,2174,0.16651333946642136
2019-10-05,a. 0~5,22,331,2174,0.15225390984360626
2019-10-05,a. 0~5,23,303,2174,0.13937442502299907
2019-10-05,a. 0~5,24,322,2174,0.14811407543698252
2019-10-05,a. 0~5,25,342,2174,0.15731370745170192
2019-10-05,a. 0~5,26,301,2174,0.13845446182152715
2019-10-05,b. 6~10,0,967,967,1.0
2019-10-05,b. 6~10,1,235,967,0.24301964839710444
2019-10-05,b. 6~10,2,192,967,0.19855222337125128
2019-10-05,b. 6~10,3,188,967,0.19441571871768357
2019-10-05,b. 6~10,4,172,967,0.1778697001034126
2019-10-05,b. 6~10,5,157,967,0.1623578076525336
2019-10-05,b. 6~10,6,203,967,0.20992761116856257
2019-10-05,b. 6~10,7,195,967,0.20165460186142709
2019-10-05,b. 6~10,8,208,967,0.21509824198552224
2019-10-05,b. 6~10,9,178,967,0.18407445708376421
2019-10-05,b. 6~10,10,179,967,0.18510858324715615
2019-10-05,b. 6~10,11,181,967,0.18717683557394002
2019-10-05,b. 6~10,12,179,967,0.18510858324715615
2019-10-05,b. 6~10,13,190,967,0.19648397104446744
2019-10-05,b. 6~10,14,184,967,0.19027921406411583
2019-10-05,b. 6~10,15,176,967,0.18200620475698034
2019-10-05,b. 6~10,16,181,967,0.18717683557394002
2019-10-05,b. 6~10,17,168,967,0.1737331954498449
2019-10-05,b. 6~10,18,166,967,0.17166494312306102
2019-10-05,b. 6~10,19,144,967,0.14891416752843847
2019-10-05,b. 6~10,20,163,967,0.16856256463288521
2019-10-05,b. 6~10,21,157,967,0.1623578076525336
2019-10-05,b. 6~10,22,176,967,0.18200620475698034
2019-10-05,b. 6~10,23,133,967,0.1375387797311272
2019-10-05,b. 6~10,24,149,967,0.15408479834539815
2019-10-05,b. 6~10,25,134,967,0.13857290589451912
2019-10-05,b. 6~10,26,143,967,0.14788004136504654
2019-10-05,c. 11~30,0,1194,1194,1.0
2019-10-05,c. 11~30,1,342,1194,0.2864321608040201
2019-10-05,c. 11~30,2,264,1194,0.22110552763819097
2019-10-05,c. 11~30,3,234,1194,0.19597989949748743
2019-10-05,c. 11~30,4,222,1194,0.18592964824120603
2019-10-05,c. 11~30,5,228,1194,0.19095477386934673
2019-10-05,c. 11~30,6,268,1194,0.22445561139028475
2019-10-05,c. 11~30,7,240,1194,0.20100502512562815
2019-10-05,c. 11~30,8,272,1194,0.22780569514237856
2019-10-05,c. 11~30,9,228,1194,0.19095477386934673
2019-10-05,c. 11~30,10,232,1194,0.19430485762144054
2019-10-05,c. 11~30,11,197,1194,0.16499162479061977
2019-10-05,c. 11~30,12,196,1194,0.16415410385259632
2019-10-05,c. 11~30,13,220,1194,0.18425460636515914
2019-10-05,c. 11~30,14,230,1194,0.19262981574539365
2019-10-05,c. 11~30,15,239,1194,0.20016750418760468
2019-10-05,c. 11~30,16,194,1194,0.1624790619765494
2019-10-05,c. 11~30,17,211,1194,0.17671691792294808
2019-10-05,c. 11~30,18,187,1194,0.15661641541038526
2019-10-05,c. 11~30,19,161,1194,0.13484087102177555
2019-10-05,c. 11~30,20,207,1194,0.17336683417085427
2019-10-05,c. 11~30,21,197,1194,0.16499162479061977
2019-10-05,c. 11~30,22,190,1194,0.15912897822445563
2019-10-05,c. 11~30,23,162,1194,0.135678391959799
2019-10-05,c. 11~30,24,158,1194,0.1323283082077052
2019-10-05,c. 11~30,25,147,1194,0.12311557788944724
2019-10-05,c. 11~30,26,152,1194,0.1273031825795645
2019-10-05,d. 31~,0,487,487,1.0
2019-10-05,d. 31~,1,204,487,0.4188911704312115
2019-10-05,d. 31~,2,125,487,0.25667351129363447
2019-10-05,d. 31~,3,122,487,0.25051334702258726
2019-10-05,d. 31~,4,99,487,0.2032854209445585
2019-10-05,d. 31~,5,105,487,0.21560574948665298
2019-10-05,d. 31~,6,112,487,0.2299794661190965
2019-10-05,d. 31~,7,119,487,0.24435318275154005
2019-10-05,d. 31~,8,136,487,0.2792607802874743
2019-10-05,d. 31~,9,107,487,0.21971252566735114
2019-10-05,d. 31~,10,104,487,0.2135523613963039
2019-10-05,d. 31~,11,103,487,0.21149897330595482
2019-10-05,d. 31~,12,91,487,0.1868583162217659
2019-10-05,d. 31~,13,84,487,0.17248459958932238
2019-10-05,d. 31~,14,97,487,0.19917864476386038
2019-10-05,d. 31~,15,92,487,0.188911704312115
2019-10-05,d. 31~,16,89,487,0.18275154004106775
2019-10-05,d. 31~,17,85,487,0.17453798767967146
2019-10-05,d. 31~,18,68,487,0.13963039014373715
2019-10-05,d. 31~,19,74,487,0.15195071868583163
2019-10-05,d. 31~,20,75,487,0.1540041067761807
2019-10-05,d. 31~,21,84,487,0.17248459958932238
2019-10-05,d. 31~,22,81,487,0.16632443531827515
2019-10-05,d. 31~,23,57,487,0.11704312114989733
2019-10-05,d. 31~,24,82,487,0.16837782340862423
2019-10-05,d. 31~,25,63,487,0.1293634496919918
2019-10-05,d. 31~,26,66,487,0.13552361396303902
2019-10-06,a. 0~5,0,1854,1854,1.0
2019-10-06,a. 0~5,1,347,1854,0.1871628910463862
2019-10-06,a. 0~5,2,334,1854,0.18015102481121897
2019-10-06,a. 0~5,3,309,1854,0.16666666666666666
2019-10-06,a. 0~5,4,296,1854,0.15965480043149946
2019-10-06,a. 0~5,5,336,1854,0.18122977346278318
2019-10-06,a. 0~5,6,335,1854,0.18069039913700108
2019-10-06,a. 0~5,7,326,1854,0.17583603020496225
2019-10-06,a. 0~5,8,327,1854,0.17637540453074432
2019-10-06,a. 0~5,9,339,1854,0.18284789644012944
2019-10-06,a. 0~5,10,329,1854,0.17745415318230853
2019-10-06,a. 0~5,11,277,1854,0.1494066882416397
2019-10-06,a. 0~5,12,323,1854,0.17421790722761596
2019-10-06,a. 0~5,13,297,1854,0.16019417475728157
2019-10-06,a. 0~5,14,311,1854,0.16774541531823084
2019-10-06,a. 0~5,15,262,1854,0.1413160733549083
2019-10-06,a. 0~5,16,305,1854,0.1645091693635383
2019-10-06,a. 0~5,17,282,1854,0.15210355987055016
2019-10-06,a. 0~5,18,274,1854,0.14778856526429343
2019-10-06,a. 0~5,19,290,1854,0.15641855447680691
2019-10-06,a. 0~5,20,280,1854,0.15102481121898598
2019-10-06,a. 0~5,21,288,1854,0.1553398058252427
2019-10-06,a. 0~5,22,242,1854,0.13052858683926646
2019-10-06,a. 0~5,23,236,1854,0.1272923408845739
2019-10-06,a. 0~5,24,242,1854,0.13052858683926646
2019-10-06,a. 0~5,25,217,1854,0.11704422869471413
2019-10-06,b. 6~10,0,884,884,1.0
2019-10-06,b. 6~10,1,205,884,0.2319004524886878
2019-10-06,b. 6~10,2,176,884,0.19909502262443438
2019-10-06,b. 6~10,3,159,884,0.17986425339366516
2019-10-06,b. 6~10,4,165,884,0.18665158371040724
2019-10-06,b. 6~10,5,172,884,0.19457013574660634
2019-10-06,b. 6~10,6,187,884,0.21153846153846154
2019-10-06,b. 6~10,7,175,884,0.19796380090497737
2019-10-06,b. 6~10,8,163,884,0.18438914027149322
2019-10-06,b. 6~10,9,191,884,0.2160633484162896
2019-10-06,b. 6~10,10,171,884,0.19343891402714933
2019-10-06,b. 6~10,11,170,884,0.19230769230769232
2019-10-06,b. 6~10,12,177,884,0.2002262443438914
2019-10-06,b. 6~10,13,150,884,0.16968325791855204
2019-10-06,b. 6~10,14,161,884,0.18212669683257918
2019-10-06,b. 6~10,15,134,884,0.1515837104072398
2019-10-06,b. 6~10,16,145,884,0.16402714932126697
2019-10-06,b. 6~10,17,124,884,0.14027149321266968
2019-10-06,b. 6~10,18,109,884,0.12330316742081449
2019-10-06,b. 6~10,19,137,884,0.15497737556561086
2019-10-06,b. 6~10,20,130,884,0.14705882352941177
2019-10-06,b. 6~10,21,118,884,0.1334841628959276
2019-10-06,b. 6~10,22,117,884,0.1323529411764706
2019-10-06,b. 6~10,23,125,884,0.1414027149321267
2019-10-06,b. 6~10,24,99,884,0.11199095022624435
2019-10-06,b. 6~10,25,120,884,0.13574660633484162
2019-10-06,c. 11~30,0,1076,1076,1.0
2019-10-06,c. 11~30,1,301,1076,0.27973977695167285
2019-10-06,c. 11~30,2,247,1076,0.2295539033457249
2019-10-06,c. 11~30,3,238,1076,0.2211895910780669
2019-10-06,c. 11~30,4,212,1076,0.1970260223048327
2019-10-06,c. 11~30,5,214,1076,0.19888475836431227
2019-10-06,c. 11~30,6,208,1076,0.19330855018587362
2019-10-06,c. 11~30,7,232,1076,0.21561338289962825
2019-10-06,c. 11~30,8,216,1076,0.20074349442379183
2019-10-06,c. 11~30,9,214,1076,0.19888475836431227
2019-10-06,c. 11~30,10,199,1076,0.18494423791821563
2019-10-06,c. 11~30,11,165,1076,0.1533457249070632
2019-10-06,c. 11~30,12,191,1076,0.1775092936802974
2019-10-06,c. 11~30,13,189,1076,0.17565055762081785
2019-10-06,c. 11~30,14,184,1076,0.17100371747211895
2019-10-06,c. 11~30,15,179,1076,0.16635687732342008
2019-10-06,c. 11~30,16,176,1076,0.16356877323420074
2019-10-06,c. 11~30,17,136,1076,0.12639405204460966
2019-10-06,c. 11~30,18,168,1076,0.15613382899628253
2019-10-06,c. 11~30,19,167,1076,0.15520446096654275
2019-10-06,c. 11~30,20,148,1076,0.137546468401487
2019-10-06,c. 11~30,21,174,1076,0.16171003717472118
2019-10-06,c. 11~30,22,147,1076,0.1366171003717472
2019-10-06,c. 11~30,23,123,1076,0.11431226765799256
2019-10-06,c. 11~30,24,136,1076,0.12639405204460966
2019-10-06,c. 11~30,25,148,1076,0.137546468401487
2019-10-06,d. 31~,0,421,421,1.0
2019-10-06,d. 31~,1,157,421,0.37292161520190026
2019-10-06,d. 31~,2,123,421,0.2921615201900237
2019-10-06,d. 31~,3,102,421,0.24228028503562946
2019-10-06,d. 31~,4,101,421,0.23990498812351543
2019-10-06,d. 31~,5,101,421,0.23990498812351543
2019-10-06,d. 31~,6,93,421,0.2209026128266033
2019-10-06,d. 31~,7,113,421,0.2684085510688836
2019-10-06,d. 31~,8,81,421,0.19239904988123516
2019-10-06,d. 31~,9,92,421,0.21852731591448932
2019-10-06,d. 31~,10,86,421,0.2042755344418052
2019-10-06,d. 31~,11,68,421,0.16152019002375298
2019-10-06,d. 31~,12,77,421,0.1828978622327791
2019-10-06,d. 31~,13,72,421,0.171021377672209
2019-10-06,d. 31~,14,83,421,0.19714964370546317
2019-10-06,d. 31~,15,70,421,0.166270783847981
2019-10-06,d. 31~,16,62,421,0.14726840855106887
2019-10-06,d. 31~,17,53,421,0.12589073634204276
2019-10-06,d. 31~,18,62,421,0.14726840855106887
2019-10-06,d. 31~,19,70,421,0.166270783847981
2019-10-06,d. 31~,20,50,421,0.1187648456057007
2019-10-06,d. 31~,21,56,421,0.1330166270783848
2019-10-06,d. 31~,22,53,421,0.12589073634204276
2019-10-06,d. 31~,23,54,421,0.12826603325415678
2019-10-06,d. 31~,24,55,421,0.13064133016627077
2019-10-06,d. 31~,25,69,421,0.16389548693586697
2019-10-07,a. 0~5,0,1692,1692,1.0
2019-10-07,a. 0~5,1,365,1692,0.2157210401891253
2019-10-07,a. 0~5,2,342,1692,0.20212765957446807
2019-10-07,a. 0~5,3,305,1692,0.1802600472813239
2019-10-07,a. 0~5,4,315,1692,0.18617021276595744
2019-10-07,a. 0~5,5,276,1692,0.16312056737588654
2019-10-07,a. 0~5,6,310,1692,0.18321513002364065
2019-10-07,a. 0~5,7,297,1692,0.17553191489361702
2019-10-07,a. 0~5,8,327,1692,0.19326241134751773
2019-10-07,a. 0~5,9,312,1692,0.18439716312056736
2019-10-07,a. 0~5,10,294,1692,0.17375886524822695
2019-10-07,a. 0~5,11,328,1692,0.1938534278959811
2019-10-07,a. 0~5,12,280,1692,0.16548463356973994
2019-10-07,a. 0~5,13,270,1692,0.1595744680851064
2019-10-07,a. 0~5,14,294,1692,0.17375886524822695
2019-10-07,a. 0~5,15,307,1692,0.1814420803782506
2019-10-07,a. 0~5,16,263,1692,0.1554373522458629
2019-10-07,a. 0~5,17,244,1692,0.14420803782505912
2019-10-07,a. 0~5,18,297,1692,0.17553191489361702
2019-10-07,a. 0~5,19,268,1692,0.15839243498817968
2019-10-07,a. 0~5,20,257,1692,0.15189125295508274
2019-10-07,a. 0~5,21,247,1692,0.14598108747044916
2019-10-07,a. 0~5,22,237,1692,0.1400709219858156
2019-10-07,a. 0~5,23,243,1692,0.14361702127659576
2019-10-07,a. 0~5,24,247,1692,0.14598108747044916
2019-10-07,b. 6~10,0,737,737,1.0
2019-10-07,b. 6~10,1,177,737,0.24016282225237448
2019-10-07,b. 6~10,2,152,737,0.2062415196743555
2019-10-07,b. 6~10,3,139,737,0.18860244233378562
2019-10-07,b. 6~10,4,163,737,0.22116689280868385
2019-10-07,b. 6~10,5,148,737,0.20081411126187246
2019-10-07,b. 6~10,6,141,737,0.19131614654002713
2019-10-07,b. 6~10,7,149,737,0.2021709633649932
2019-10-07,b. 6~10,8,149,737,0.2021709633649932
2019-10-07,b. 6~10,9,132,737,0.1791044776119403
2019-10-07,b. 6~10,10,126,737,0.17096336499321574
2019-10-07,b. 6~10,11,139,737,0.18860244233378562
2019-10-07,b. 6~10,12,129,737,0.17503392130257803
2019-10-07,b. 6~10,13,124,737,0.16824966078697423
2019-10-07,b. 6~10,14,126,737,0.17096336499321574
2019-10-07,b. 6~10,15,127,737,0.1723202170963365
2019-10-07,b. 6~10,16,125,737,0.16960651289009498
2019-10-07,b. 6~10,17,103,737,0.13975576662143827
2019-10-07,b. 6~10,18,125,737,0.16960651289009498
2019-10-07,b. 6~10,19,98,737,0.13297150610583447
2019-10-07,b. 6~10,20,115,737,0.1560379918588874
2019-10-07,b. 6~10,21,102,737,0.1383989145183175
2019-10-07,b. 6~10,22,75,737,0.10176390773405698
2019-10-07,b. 6~10,23,91,737,0.12347354138398914
2019-10-07,b. 6~10,24,87,737,0.11804613297150611
2019-10-07,c. 11~30,0,884,884,1.0
2019-10-07,c. 11~30,1,265,884,0.2997737556561086
2019-10-07,c. 11~30,2,203,884,0.22963800904977374
2019-10-07,c. 11~30,3,200,884,0.22624434389140272
2019-10-07,c. 11~30,4,195,884,0.22058823529411764
2019-10-07,c. 11~30,5,179,884,0.20248868778280543
2019-10-07,c. 11~30,6,183,884,0.20701357466063347
2019-10-07,c. 11~30,7,167,884,0.18891402714932126
2019-10-07,c. 11~30,8,173,884,0.19570135746606335
2019-10-07,c. 11~30,9,171,884,0.19343891402714933
2019-10-07,c. 11~30,10,135,884,0.15271493212669685
2019-10-07,c. 11~30,11,152,884,0.17194570135746606
2019-10-07,c. 11~30,12,147,884,0.166289592760181
2019-10-07,c. 11~30,13,155,884,0.1753393665158371
2019-10-07,c. 11~30,14,158,884,0.17873303167420815
2019-10-07,c. 11~30,15,157,884,0.17760180995475114
2019-10-07,c. 11~30,16,149,884,0.16855203619909503
2019-10-07,c. 11~30,17,118,884,0.1334841628959276
2019-10-07,c. 11~30,18,128,884,0.14479638009049775
2019-10-07,c. 11~30,19,127,884,0.1436651583710407
2019-10-07,c. 11~30,20,119,884,0.1346153846153846
2019-10-07,c. 11~30,21,120,884,0.13574660633484162
2019-10-07,c. 11~30,22,114,884,0.12895927601809956
2019-10-07,c. 11~30,23,120,884,0.13574660633484162
2019-10-07,c. 11~30,24,107,884,0.12104072398190045
2019-10-07,d. 31~,0,351,351,1.0
2019-10-07,d. 31~,1,141,351,0.4017094017094017
2019-10-07,d. 31~,2,96,351,0.27350427350427353
2019-10-07,d. 31~,3,73,351,0.20797720797720798
2019-10-07,d. 31~,4,79,351,0.22507122507122507
2019-10-07,d. 31~,5,77,351,0.21937321937321938
2019-10-07,d. 31~,6,73,351,0.20797720797720798
2019-10-07,d. 31~,7,72,351,0.20512820512820512
2019-10-07,d. 31~,8,78,351,0.2222222222222222
